2	header
$Id: postResults 861 2011-05-06 10:00:27Z MPIE\c.kords $
inc	time	elem	node	ip	grain	ip.x	ip.y	ip.z	CauchyStress.intensity	CauchyStress.t11	CauchyStress.t22	CauchyStress.t33	CauchyStress.t12	CauchyStress.t23	CauchyStress.t13	1_1_f	1_2_f	1_3_f	1_4_f	1_5_f	1_6_f	1_7_f	1_8_f	1_9_f	1_1_grainrotation	1_2_grainrotation	1_3_grainrotation	1_4_grainrotation	1_1_resistance_slip	1_2_resistance_slip	1_3_resistance_slip	1_4_resistance_slip	1_5_resistance_slip	1_6_resistance_slip	1_7_resistance_slip	1_8_resistance_slip	1_9_resistance_slip	1_10_resistance_slip	1_11_resistance_slip	1_12_resistance_slip
51	51.0	1	5	1	1	0.5	0.5	0.5	0.0303826202004	0.101213820279	0.121579430997	0.132867023349	-0.000660901481751	-0.00111284002196	0.00697690108791	1.0	7.33622553982e-14	7.33621876355e-14	-1.24756806177e-14	0.629320383072	-0.777145922184	1.43004138804e-13	0.777145922184	0.629320383072	1.0	-4.48062200948e-14	-5.52263923069e-14	51.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
52	52.0	1	5	1	1	0.5	0.5	0.5	0.0339949033569	0.11201544106	0.136535584927	0.147761180997	-0.000784714065958	-0.00131459208205	0.00697894394398	1.0	7.35355380104e-14	7.3535477024e-14	-1.50155309329e-14	0.615661501884	-0.788010716438	1.43037965912e-13	0.788010716438	0.615661501884	1.0	-4.40999640234e-14	-5.61864601069e-14	52.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
53	53.0	1	5	1	1	0.5	0.5	0.5	0.0376308280896	0.122612737119	0.15118843317	0.1623544842	-0.00091004971182	-0.00151794939302	0.00698458682746	1.0	7.37408859018e-14	7.37408249155e-14	-1.75981801289e-14	0.60181504488	-0.798635482788	1.43186406742e-13	0.798635482788	0.60181504488	1.0	-4.34776455289e-14	-5.71844546542e-14	53.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
54	54.0	1	5	1	1	0.5	0.5	0.5	0.0412246747871	0.132881388068	0.165393546224	0.176486164331	-0.00103311298881	-0.00171284656972	0.00699377711862	1.0	7.39785768994e-14	7.39785091367e-14	-2.00878776232e-14	0.587785243988	-0.809017002583	1.4344772657e-13	0.809017002583	0.587785243988	1.0	-4.29343382678e-14	-5.81362689651e-14	54.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
55	55.0	1	5	1	1	0.5	0.5	0.5	0.0447415113323	0.142851829529	0.179176211357	0.190176308155	-0.00116179022007	-0.00190604047384	0.00699571380392	1.0	7.42489294873e-14	7.42488617247e-14	-2.27610458421e-14	0.573576450348	-0.819152057171	1.43440909649e-13	0.819152057171	0.573576450348	1.0	-4.22339470525e-14	-5.92136542165e-14	55.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
56	56.0	1	5	1	1	0.5	0.5	0.5	0.0481736416751	0.152466788888	0.192468911409	0.203372821212	-0.00128960516304	-0.00210840022191	0.00700309127569	1.0	7.4552309584e-14	7.45522418214e-14	-2.53872833536e-14	0.559192895889	-0.829037547112	1.43614029631e-13	0.829037547112	0.559192895889	1.0	-4.1651784696e-14	-6.02744647271e-14	56.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
57	57.0	1	5	1	1	0.5	0.5	0.5	0.0514957040887	0.16164894402	0.205184012651	0.215988025069	-0.00141807645559	-0.00230375886895	0.00701119331643	1.0	7.48891373177e-14	7.48890627788e-14	-2.80182744139e-14	0.544639050961	-0.838670551777	1.43800837665e-13	0.838670551777	0.544639050961	1.0	-4.10839371963e-14	-6.13515111652e-14	57.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
58	58.0	1	5	1	1	0.5	0.5	0.5	0.0546568840541	0.170429125428	0.217311233282	0.228001371026	-0.00154578115325	-0.00251251878217	0.00702094798908	1.0	7.5259866698e-14	7.52597921591e-14	-3.06018773689e-14	0.529919266701	-0.848048090935	1.44034266393e-13	0.848048090935	0.529919266701	1.0	-4.05486903006e-14	-6.24149440898e-14	58.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
59	59.0	1	5	1	1	0.5	0.5	0.5	0.057665178562	0.178753256798	0.228810757399	0.239380404353	-0.00167655316181	-0.0027051072102	0.00703151477501	1.0	7.56650059448e-14	7.56649314059e-14	-3.3271399958e-14	0.515038073063	-0.857167303562	1.44284839068e-13	0.857167303562	0.515038073063	1.0	-4.00271416218e-14	-6.35444252555e-14	59.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
60	60.0	1	5	1	1	0.5	0.5	0.5	0.0604909854062	0.186547547579	0.239586278796	0.250017344952	-0.00180981971789	-0.00291019980796	0.00704179238528	1.0	7.61051039354e-14	7.61050361728e-14	-3.6004626201e-14	0.5	-0.866025388241	1.44513903882e-13	0.866025388241	0.5	1.0	-3.94958825573e-14	-6.47265850943e-14	60.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
61	61.0	1	5	1	1	0.5	0.5	0.5	0.0631217688617	0.193791866302	0.249607756734	0.259886533022	-0.00194548477884	-0.00310831447132	0.00705294730142	1.0	7.65807705336e-14	7.65806959947e-14	-3.87961283108e-14	0.48480963707	-0.874619722366	1.44762877358e-13	0.874619722366	0.48480963707	1.0	-3.89781861843e-14	-6.59583268537e-14	61.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
62	62.0	1	5	1	1	0.5	0.5	0.5	0.0655460742438	0.20045940578	0.258834958076	0.268953949213	-0.00208330713212	-0.00330717721954	0.00706291478127	1.0	7.70926562605e-14	7.70925749453e-14	-4.16352980467e-14	0.46947157383	-0.882947564125	1.44959158609e-13	0.882947564125	0.46947157383	1.0	-3.84318262164e-14	-6.72338636046e-14	62.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
63	63.0	1	5	1	1	0.5	0.5	0.5	0.0677412166974	0.206590846181	0.267280697823	0.277241885662	-0.00222166883759	-0.00350732635707	0.00707424012944	1.0	7.76414522952e-14	7.764137098e-14	-4.44629108651e-14	0.453990519047	-0.891006529331	1.45192844835e-13	0.891006529331	0.453990519047	1.0	-3.79073942375e-14	-6.85204659939e-14	63.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
64	64.0	1	5	1	1	0.5	0.5	0.5	0.0697129410434	0.212010905147	0.274793446064	0.284571915865	-0.00236255140044	-0.00370562658645	0.00708921952173	1.0	7.82279175791e-14	7.82278430402e-14	-4.73467022966e-14	0.438371151686	-0.898794054985	1.45545264751e-13	0.898794054985	0.438371151686	1.0	-3.74487496135e-14	-6.98572872725e-14	64.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
65	65.0	1	5	1	1	0.5	0.5	0.5	0.0714181561332	0.216807678342	0.281412482262	0.290993452072	-0.00250276038423	-0.00390887679532	0.00710331602022	1.0	7.88528652638e-14	7.88527839486e-14	-5.01717130298e-14	0.42261826992	-0.906307756901	1.45856701825e-13	0.906307756901	0.42261826992	1.0	-3.69653241935e-14	-7.11814369383e-14	65.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
66	66.0	1	5	1	1	0.5	0.5	0.5	0.0728654392243	0.220906943083	0.287071973085	0.296444416046	-0.00265323766507	-0.00410525733605	0.00711599038914	1.0	7.95171356061e-14	7.95170542909e-14	-5.33217404692e-14	0.406736671925	-0.913545429707	1.46108494227e-13	0.913545429707	0.406736671925	1.0	-3.64467062487e-14	-7.27051272377e-14	66.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
67	67.0	1	5	1	1	0.5	0.5	0.5	0.0740421446261	0.224261745811	0.291689932346	0.300876945257	-0.00280131306499	-0.00430715922266	0.00713248644024	1.0	8.0221656954e-14	8.02215688626e-14	-5.63473692618e-14	0.390731155872	-0.920504868031	1.46486108291e-13	0.920504868031	0.390731155872	1.0	-3.59935876677e-14	-7.41815937562e-14	67.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
68	68.0	1	5	1	1	0.5	0.5	0.5	0.0749262839347	0.22694632411	0.295370638371	0.30431458354	-0.00294701498933	-0.00449755322188	0.00714947842062	1.0	8.09673915371e-14	8.09673034456e-14	-5.92471696161e-14	0.374606609344	-0.927183866501	1.46872639918e-13	0.927183866501	0.374606609344	1.0	-3.55405978356e-14	-7.56131336471e-14	68.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
69	69.0	1	5	1	1	0.5	0.5	0.5	0.0755447188712	0.228792086244	0.297914654016	0.306645393372	-0.00310259847902	-0.00470214849338	0.00716820033267	1.0	8.17553557947e-14	8.17552677033e-14	-6.24511022323e-14	0.358367979527	-0.93358039856	1.47312107716e-13	0.93358039856	0.358367979527	1.0	-3.51104440118e-14	-7.7233013008e-14	69.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
70	70.0	1	5	1	1	0.5	0.5	0.5	0.0758345472717	0.229867011309	0.299378037453	0.307846367359	-0.00326239760034	-0.00490199634805	0.00718151498586	1.0	8.25866474817e-14	8.2586552614e-14	-6.57566788021e-14	0.342020153999	-0.939692616463	1.47553288489e-13	0.939692616463	0.342020153999	1.0	-3.45680752631e-14	-7.89318358395e-14	70.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
71	71.0	1	5	1	1	0.5	0.5	0.5	0.0758360864293	0.230157241225	0.299764603376	0.307952821255	-0.00342002091929	-0.00510233594105	0.00720483297482	1.0	8.34623914577e-14	8.34623033663e-14	-6.89357628598e-14	0.325568169355	-0.945518553257	1.48140492386e-13	0.945518553257	0.325568169355	1.0	-3.42024992312e-14	-8.05897232628e-14	71.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
72	72.0	1	5	1	1	0.5	0.5	0.5	0.075525141316	0.229602411389	0.298972666264	0.306899368763	-0.00358790112659	-0.0052975253202	0.00721790129319	1.0	8.43837938977e-14	8.438369903e-14	-7.24243798614e-14	0.309017002583	-0.951056480408	1.48359772276e-13	0.951056480408	0.309017002583	1.0	-3.36342078863e-14	-8.24389384882e-14	72.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
73	73.0	1	5	1	1	0.5	0.5	0.5	0.0749000000883	0.228239625692	0.29704400897	0.304708212614	-0.00375670660287	-0.00549271516502	0.00723527790979	1.0	8.5352121963e-14	8.53520203191e-14	-7.58904522341e-14	0.292371720076	-0.956304728985	1.48725527878e-13	0.956304728985	0.292371720076	1.0	-3.3134577032e-14	-8.43050130574e-14	73.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
74	74.0	1	5	1	1	0.5	0.5	0.5	0.0739484623657	0.225991547108	0.293922573328	0.301260143518	-0.00392613513395	-0.00569652067497	0.00725413672626	1.0	8.63686766962e-14	8.63685818285e-14	-7.93205019896e-14	0.275637388229	-0.961261689663	1.49138825747e-13	0.961261689663	0.275637388229	1.0	-3.26499251084e-14	-8.6183183257e-14	74.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
75	75.0	1	5	1	1	0.5	0.5	0.5	0.072654064954	0.22285503149	0.289548963308	0.296567112207	-0.00410118186846	-0.00588755588979	0.00727464165539	1.0	8.74348607838e-14	8.74347591399e-14	-8.2887859174e-14	0.258819073439	-0.965925812721	1.49606293066e-13	0.965925812721	0.258819073439	1.0	-3.21823527571e-14	-8.81655249567e-14	75.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
76	76.0	1	5	1	1	0.5	0.5	0.5	0.0710590306271	0.218880146742	0.284022808075	0.290706813335	-0.00428106123582	-0.00608264096081	0.00729729793966	1.0	8.85520972413e-14	8.85519955973e-14	-8.65618002082e-14	0.241921916604	-0.970295727253	1.50146700086e-13	0.970295727253	0.241921916604	1.0	-3.17401744536e-14	-9.02373878744e-14	76.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
77	77.0	1	5	1	1	0.5	0.5	0.5	0.0691430442849	0.214006558061	0.277257710695	0.283598601818	-0.00446529500186	-0.00628326507285	0.00731486734003	1.0	8.97219039515e-14	8.97218023076e-14	-9.03223757722e-14	0.224951073527	-0.974370062351	1.5050570653e-13	0.974370062351	0.224951073527	1.0	-3.11913851952e-14	-9.23900916167e-14	77.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
78	78.0	1	5	1	1	0.5	0.5	0.5	0.0668996797354	0.208257958293	0.269263744354	0.275259256363	-0.00465713022277	-0.00647377641872	0.00733389845118	1.0	9.09458462315e-14	9.09457378113e-14	-9.42809808631e-14	0.207911714911	-0.978147566319	1.50915440084e-13	0.978147566319	0.207911714911	1.0	-3.06547254486e-14	-9.46824541513e-14	78.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
79	79.0	1	5	1	1	0.5	0.5	0.5	0.0643428410009	0.201603919268	0.260032474995	0.265651851892	-0.00485096639022	-0.00666582910344	0.00735527323559	1.0	9.22255503845e-14	9.2225435188e-14	-9.82367805808e-14	0.190809011459	-0.981627166271	1.51408264181e-13	0.981627166271	0.190809011459	1.0	-3.0145265624e-14	-9.70135769136e-14	79.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
80	80.0	1	5	1	1	0.5	0.5	0.5	0.0614645414137	0.194048047066	0.249545291066	0.254766076803	-0.00505235884339	-0.00686362525448	0.00737208453938	1.0	9.35626901476e-14	9.35625817274e-14	-1.02382444428e-13	0.17364820838	-0.984807729721	1.51741778322e-13	0.984807729721	0.17364820838	1.0	-2.95383529648e-14	-9.94839518924e-14	80.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
81	81.0	1	5	1	1	0.5	0.5	0.5	0.0582718432416	0.185640856624	0.237853914499	0.242651328444	-0.00525587564334	-0.00704948464409	0.00739240786061	1.0	9.49590273492e-14	9.49589053765e-14	-1.06522917657e-13	0.156434491277	-0.987688362598	1.52202360958e-13	0.987688362598	0.156434491277	1.0	-2.89785014561e-14	-1.01996719176e-13	81.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
82	82.0	1	5	1	1	0.5	0.5	0.5	0.0548411210712	0.176334485412	0.224956199527	0.229332342744	-0.00546766957268	-0.00723874382675	0.00740870647132	1.0	9.64163441469e-14	9.64162289504e-14	-1.10871842306e-13	0.13917312026	-0.990268051624	1.52525670045e-13	0.990268051624	0.13917312026	1.0	-2.833043316e-14	-1.04662663898e-13	82.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
83	83.0	1	5	1	1	0.5	0.5	0.5	0.0511313149972	0.166156679392	0.210826560855	0.214756399393	-0.00568466819823	-0.00742362486199	0.00743296789005	1.0	9.79365040129e-14	9.79363888164e-14	-1.15317233844e-13	0.121869370341	-0.992546141148	1.53136387577e-13	0.992546141148	0.121869370341	1.0	-2.78072717305e-14	-1.07427616607e-13	83.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
84	84.0	1	5	1	1	0.5	0.5	0.5	0.0472034591648	0.155100286007	0.195493191481	0.198953047395	-0.00591072347015	-0.00760667771101	0.00744895776734	1.0	9.95214110774e-14	9.95212891047e-14	-1.19991419145e-13	0.104528486729	-0.994521915913	1.53463518477e-13	0.994521915913	0.104528486729	1.0	-2.7119679183e-14	-1.10360986571e-13	84.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
85	85.0	1	5	1	1	0.5	0.5	0.5	0.0431223359335	0.143299892545	0.179094478488	0.182078793645	-0.0061384961009	-0.00779581116512	0.00746519910172	1.0	1.01173003352e-13	1.01172881379e-13	-1.24631763785e-13	0.0871557667851	-0.996194720268	1.53809826204e-13	0.996194720268	0.0871557667851	1.0	-2.64190067528e-14	-1.13333658864e-13	85.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
86	86.0	1	5	1	1	0.5	0.5	0.5	0.0389558933784	0.130603894591	0.161492869258	0.163967981935	-0.00637407042086	-0.00797392893583	0.00748812500387	1.0	1.02893273058e-13	1.02893144309e-13	-1.29449253508e-13	0.069756500423	-0.997564077377	1.54404497543e-13	0.997564077377	0.069756500423	1.0	-2.58185688134e-14	-1.16454941393e-13	86.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
87	87.0	1	5	1	1	0.5	0.5	0.5	0.0348200893229	0.117140188813	0.142814710736	0.144770666957	-0.00661494443193	-0.00814818497747	0.0075002736412	1.0	1.04684239521e-13	1.04684103996e-13	-1.34351825997e-13	0.0523359812796	-0.998629510403	1.5463373854e-13	0.998629510403	0.0523359812796	1.0	-2.50090916129e-14	-1.19682055607e-13	87.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
88	88.0	1	5	1	1	0.5	0.5	0.5	0.0309165569603	0.102922193706	0.123093500733	0.124490439892	-0.00686429999769	-0.0083291567862	0.00751314265653	1.0	1.06547935622e-13	1.06547800097e-13	-1.39447996336e-13	0.0348995216191	-0.99939084053	1.54905873285e-13	0.99939084053	0.0348995216191	1.0	-2.41937732733e-14	-1.23072938559e-13	88.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
89	89.0	1	5	1	1	0.5	0.5	0.5	0.0275482477894	0.0879731550813	0.102374792099	0.103184834123	-0.00712391687557	-0.00850248057395	0.00752882473171	1.0	1.08486421344e-13	1.08486279042e-13	-1.44796799334e-13	0.0174524337053	-0.999847710133	1.55297460004e-13	0.999847710133	0.0174524337053	1.0	-2.34091547958e-14	-1.26660902361e-13	89.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
90	90.0	1	5	1	1	0.5	0.5	0.5	0.0251206236511	0.0723270624876	0.0806358680129	0.0808931067586	-0.00738708348945	-0.00866825506091	0.00754283368587	1.0	1.10501756671e-13	1.10501614369e-13	-1.50157664081e-13	2.67917759089e-08	-1.0	1.55653268052e-13	1.0	2.67920814423e-08	1.0	-2.25758302298e-14	-1.30329706988e-13	90.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0	31000000.0
